epoch,lr,train_loss,val_loss,train_cls_loss,val_cls_loss,train_hr_loss,val_hr_loss,train_acc,val_acc,val_hr_mae,val_hr_rmse
1,0.0008,0.6471279774664452,0.6227055428410515,0.5719778587435158,0.5617907335803767,0.3757505932954907,0.3045740402203871,0.8638205499276411,0.9143022582513028,10.961955070495605,14.505574226379395
2,0.0008,0.4730535573276183,0.45196258041578424,0.42752717853282535,0.4153156137286961,0.22763189205039944,0.18323484223635816,0.9318379160636758,0.950781702374059,8.122697830200195,11.015535354614258
3,0.0008,0.4213431028829815,0.4057168218533152,0.3897683613983491,0.3797948236540003,0.15787370723554953,0.12960998156578746,0.9536903039073806,0.9490445859872612,6.739943504333496,9.185959815979004
4,0.0008,0.39807681778577925,0.39086428747124663,0.37122990728804756,0.3626763776471039,0.13423455332105308,0.14093956841370517,0.965123010130246,0.9739432541980313,7.108026027679443,9.718646049499512
5,0.0008,0.384007182324847,0.3738281260906235,0.3606388618304312,0.3559895979578121,0.1168416006606498,0.08919261525787918,0.9730101302460202,0.9745222929936306,5.408616065979004,7.773587226867676
6,0.0008,0.37464265357568194,0.3688678761127717,0.3533114999058278,0.35390227168505084,0.10665576802580125,0.07482802874360667,0.9748914616497829,0.973364215402432,4.749055862426758,7.244168281555176
7,0.0008,0.3698913905882801,0.36434705670196055,0.34893612913388417,0.3503094361431694,0.1047763088440412,0.0701881149340449,0.9774963820549928,0.9745222929936306,4.662527084350586,7.025745391845703
8,0.0008,0.36600738739656813,0.3664833821861055,0.34612468059259627,0.3512660045636204,0.09941353148817153,0.07608688312092474,0.9772069464544139,0.9808917197452229,5.052590370178223,7.248950481414795
9,0.0008,0.3624132554713965,0.35329315045629545,0.34387875344232266,0.3391446654653025,0.09267251237299612,0.07074244703059951,0.9797395079594791,0.9774174869716271,4.782488822937012,7.0202250480651855
10,0.0008,0.35963098562919626,0.4117034562039941,0.34118074405555615,0.39519552631949717,0.09225121116112006,0.08253963371888709,0.9800289435600579,0.9629415170816444,5.252803802490234,7.469743251800537
11,0.0008,0.35808155936891195,0.3567664018240566,0.34019868887971694,0.34340213257312496,0.08941435905769143,0.06682134269546344,0.9795947901591896,0.9774174869716271,4.465169429779053,6.870226860046387
12,0.0008,0.3560887963226666,0.3494364018721876,0.33851904175561004,0.3353189554563753,0.08784877355769816,0.07058721933498781,0.980246020260492,0.9797336421540244,4.854893207550049,6.989352703094482
13,0.0008,0.3561451887515105,0.3425122327761769,0.33834941789141265,0.3300545231655421,0.0889788532912645,0.06228854030922927,0.9804630969609262,0.9843659525188188,4.320080280303955,6.649169445037842
14,0.0008,0.3532967372672085,0.34577559945068403,0.33605427283971595,0.33216895427949594,0.08621231963596537,0.0680332140092154,0.9803907380607815,0.984944991314418,4.602639198303223,6.886837959289551
15,0.0008,0.35252732637994716,0.3471894297526624,0.3354313298175718,0.3317465233575007,0.08547998176814851,0.0772145258928215,0.9813314037626628,0.9826288361320209,5.200930595397949,7.235090732574463
16,0.0008,0.35176171440464027,0.34616570322238854,0.3353099152510487,0.32575562487603893,0.08225898928131622,0.10205037380635014,0.9814037626628075,0.9855240301100173,6.29741907119751,8.168346405029297
17,0.0004,0.3487812211044273,0.3376463138787955,0.33242450905087717,0.3239703546491191,0.08178355769293354,0.06837978898685104,0.9829232995658466,0.9855240301100173,4.830909252166748,6.8541579246521
18,0.0004,0.3483941588232728,0.36254844442225637,0.33228844285183806,0.3491978923847859,0.08052858260127294,0.06675278335447317,0.9822720694645442,0.9762594093804284,4.7999958992004395,6.773142337799072
19,0.0004,0.34664332414674,0.35474151933752324,0.33094387314944124,0.3435511204743565,0.0784972573974198,0.05595199378519025,0.9827785817655572,0.9727851766068326,4.113589286804199,6.309082984924316
20,0.0004,0.34626427920785896,0.34634757461268983,0.3309337521082413,0.3336632315934429,0.07665263275075407,0.06342169160555054,0.983068017366136,0.986682107701216,4.54445743560791,6.658391952514648
1,0.0008,0.6520172723078977,0.567389774592496,0.5741665287507951,0.5028662177743812,0.389253699966424,0.32261779794294243,0.8615853658536585,0.8822299651567944,11.202914237976074,15.502913475036621
2,0.0008,0.482866396742,0.46475266531784776,0.43216820203468775,0.42932375424414976,0.2534909764233367,0.17714455690533443,0.9288327526132404,0.9560975609756097,7.869061470031738,11.261958122253418
3,0.0008,0.42248940748204755,0.6961288193377053,0.38896217686789375,0.6607554547047366,0.1676361605057733,0.17686682812843588,0.9556620209059233,0.8355400696864111,8.08252239227295,11.29447078704834
4,0.0008,0.3985997380279913,0.5759981904295679,0.3711520096566204,0.5420384937047128,0.13723865214229045,0.16979849090351876,0.9695121951219512,0.9372822299651568,7.975710391998291,10.897236824035645
5,0.0008,0.3820761583200315,0.3954535832388476,0.35945292158824643,0.37553854227481404,0.11311617627584145,0.09957521419180394,0.9758710801393728,0.9742160278745644,5.597558975219727,8.721731185913086
6,0.0008,0.37563619696720135,0.4705893926711863,0.3546278323030638,0.4511881714706222,0.10504181375694607,0.0970061001981177,0.9752613240418119,0.9484320557491289,5.597310543060303,8.821617126464844
7,0.0008,0.36994919122719183,0.43400157297529823,0.35010247963646146,0.40564074231772473,0.09923355994999201,0.1418041522390751,0.9753484320557492,0.9595818815331011,7.439693450927734,10.032739639282227
8,0.0008,0.3672625853209545,0.3681885713068866,0.3479534758300316,0.35018188787254306,0.0965455474701908,0.0900334179063915,0.9768292682926829,0.972822299651568,5.294178485870361,8.520063400268555
9,0.0008,0.3634100570080588,0.37031345456734766,0.3447881503179929,0.35532895056628183,0.09310953266113893,0.07492250855168399,0.9774390243902439,0.975609756097561,4.6557536125183105,7.929116725921631
10,0.0008,0.3626351277587306,0.3635641554922177,0.34462575619644403,0.3473402342106823,0.09004684920302666,0.08111961840389083,0.9776132404181185,0.9763066202090592,4.9957990646362305,8.171523094177246
11,0.0008,0.36003254423573455,0.40400410728587505,0.3421443942739573,0.3888105128907991,0.08944074768014901,0.07596798845232572,0.9788327526132404,0.9672473867595819,4.800692558288574,7.9919233322143555
12,0.0008,0.3584221611454927,0.3999318615484736,0.34073728106993834,0.3837285675653597,0.08842440056987756,0.08101648786186341,0.9789198606271777,0.9777003484320558,4.937880992889404,8.230027198791504
13,0.0008,0.35751540401256043,0.39236872420493735,0.34020103384393435,0.3794492384697917,0.08657184966453692,0.06459742288660089,0.9799651567944251,0.9630662020905923,4.0895233154296875,7.670997142791748
14,0.0004,0.35342092287665045,0.5358381025467185,0.33749067820738415,0.5164283470409673,0.07965123062038255,0.09704874304321169,0.9804006968641115,0.9177700348432056,5.856660842895508,8.766528129577637
15,0.0004,0.35174737217534296,0.4215790566667032,0.33574403258566243,0.40394764129293087,0.08001669492144202,0.08815706389394787,0.981184668989547,0.9574912891986063,5.544178009033203,8.421772956848145
16,0.0004,0.3529029899357919,0.3673300283088086,0.33684041599778763,0.34728465512239143,0.080312878646294,0.10022685708484583,0.9805749128919861,0.978397212543554,6.133545398712158,8.823537826538086
17,0.0002,0.34989916115272335,0.34785795421550497,0.3343449986562496,0.3325776986336459,0.07777081193201218,0.07640126820536856,0.981184668989547,0.98397212543554,4.9595842361450195,7.981327056884766
18,0.0002,0.3484952418230967,0.35128918416824073,0.33365932445492896,0.33602230654776305,0.07417958458230055,0.07633440050098539,0.981184668989547,0.9832752613240419,4.954962253570557,7.967494964599609
19,0.0002,0.34846878357049893,0.3616582356471218,0.3331916678657931,0.34796409191570216,0.07638557664920229,0.06847072593114932,0.9818815331010453,0.9742160278745644,4.506137847900391,7.754986763000488
20,0.0002,0.3480767010396366,0.3583228462664508,0.3327955067573109,0.34602844249911424,0.07640597539911702,0.06147202084600303,0.9812717770034843,0.9790940766550522,4.005245685577393,7.492015361785889
